id_localidad;tipo_propiedad;nombre_conjunto;direccion
1;Edificio;EL ROSAL DE LA CALLEJA;CL131A#19-43
1;Edificio;TORREDON;CL106A#18B-27
2;Edificio;MINICENTRO;KR13#60-29
12;Unidad Residencial;POLO OCCIDENTAL SEGUNDO SECTOR;DG85#33-13
1;Edificio;SETAI;KR13A#106A-33/47
1;Conjunto Residencial;PARQUE CENTRAL;AK15#127B-33
1;Conjunto Residencial;CONDOMINIO BAHIA COUNTRY;KR7B#134B-63
10;Conjunto Residencial;PARQUES DE SAN JERONIMO;KR120A#78B-21
2;Edificio;CALLE 73;CL73#7-78
2;Edificio;CALLE 73 SEGUNDA ETAPA;CL73#7-60
8;Edificio;SAN JOSE;CL51SUR#80-17
1;Edificio;ELGORT;CL113#11A-81
2;Edificio;OXFORD BUREAU 79;CL79#14-33
11;Edificio;MIRADOR DE SUBA1;KR91#148-28
1;Urbanización Asociación el Conjunto Residencial;CATANIA;KR13#155-51
13;Edificio Residencial;AVENIDA 42 PROPIEDAD HORIZONTAL;KR14A#42-11ED
13;Copropiedad;VILLA FERNANDA PROPIEDAD HORIZONTAL;KR47A#22-40
11;Agrupación;OVIEDO I ETAPA;CL157A#92-80
2;Edificio;LA QUINTA;TV5#42-42
11;Conjunto Residencial;BALCONES DELCARMEL ETAPAS I  II Y;KR54#152A-85
11;Conjunto Residencial;TRIBECA 169;CL169A#62-87
2;Edificio;OIKOS DEL LAGO II;KR16A#78-11
3;Edificio;YALE;KR8#21-73
1;Edificio;BUGANVILLA 123 TORRE 7;KR11Bis#123-71
1;Agrupación de Vivienda;EDIFICIO LOS OLIVOS;CL134A#9A-47
1;Edificio;COLSULTORIOS COLSANITAS;CL127#21-60
11;Edificio;PASADENA PLAZA;KR53#104B-22
10;Conjunto Residencial;TORREMORA II;CL71Bis#91-60
5;Conjunto Residencial;MIRADOR DEL PORTAL 1;KR11#67D-81SURAD
12;Casas;UNIDAD SIETE DEL CONJUNTO RESIDENCIAL ENTRE RIOS;AC80#58-64
11;Edificio;PORTICO DE BRITALIA;KR55C#161A-21
2;Edificio;TRENTO;CL98#19A-45
13;Agrupación;RAFAEL NUNEZ  ETAPA V;KR45#45-71
1;Edificio;LA ALAMEDA;KR14A#112-96
2;Edificio;ALTOS DEL BOSQUE III;CL64#5-30
1;Edificio;TACANGAYACO;CL110#8-23
8;Agrupación;SANTA LUCIA DE ALSACIA;CL12A#71C-60
11;Conjunto Residencial;PALMA REAL;KR80#172A-58
11;Conjunto Residencial;PORTAL SAN GABRIEL;CL115Bis#58-04
1;Edificio;LEVEN;KR19A#104-62
8;Agrupación de Vivienda;TINTALA FASE VI;CL6A#89-47
16;Conjunto Club Residencial;BALCONES DE SANTAFE;CL182#43-45
7;Conjunto Residencial;TANGARA ETAPA 1;CL54CSUR#88I-65
2;Edificio;NUEVE 92;KR9A#92-16
12;Edificio;72 HUB;KR26#71B-30
1;Edificio;CENTAURO;KR14A#119-83
12;Agrupación de Vivienda;METROPOLIS UNIDAD VEINTIUNO;CL74A#66-55
2;Edificio;BALCONES DE LA SEPTIMA;KR7#53-48
1;Edificio;LARES 110;CL110#15-35
10;Edificio;NAIRA;CL66#70C-16
8;Conjunto Residencial;CAMINO DEL PARQUE II SECTOR UNO;KR79A#11B-40
11;Edificio;BELGRANO APARTAMENTOS;CL170#56-45
1;Conjunto Residencial;EL POBLADO;KR10A#135C-68
13;Edificios Multifamiliares;PANORAMA;CL62#35-43
1;Edificio;EVA II;KR23#106-26
1;Edificio;VERAMONTE 2;CL125#7C-37
1;Edificio;17  103;KR17#103-43
11;Agrupación de Vivienda;MAZUREN II SECTOR MANZANA 5;CL152A#54-75
12;Edificio;RESERVA DEL COUNTRY;CL81#20-06
3;Edificio;JUNIN;CL17#7-67
1;Agrupación de Vivienda;ALTOS DE MONTEARROYO TORRE 1 TORRE 2 TORRE 3 TORRE 4 TORRE 5;CL140#6-57
11;Urbanización;URBANIZACION MIRANDELA 10;KR54D#188-18AD
1;Conjunto Residencial;EL REDIL DE GALICIA SUPERLOTE 1;CL174#8-30
1;Edificio Residencial;NANCES;CL138#11-58EDEDED
2;Edificio;ESQUINA REPUBLICA;KR18#86-19
1;Edificio;PALMARES DE TOSCANA;KR19A#143A-07
8;Conjunto Residencial;ALSACIA OCCIDENTAL;KR86#11B-51
1;Edificio;AVIGNON;CL144#15-06
2;Edificio;REFUGIO DE MARLY;KR8#45-76
10;Conjunto Residencial;TORRES DE VILLA LUZ;KR85L#63B-41
13;Edificio;VILLA ANGELA II;KR45#22A-71
10;Agrupación de Vivienda;QUINTAS DE SANTA BARBARA VII PRIMERA ETAPA;CL83A#118-29
1;Edificio;ANDALUCIA;CL144#9-62
15;Copropiedad;EDIFICIO BERNA PH;KR12#5-39SUR
19;Conjunto Residencial;LA VALVANERA MANZANA 65;CL61SUR#71D-15MZ65
1;Conjunto Residencial;ALTOS DE LA PRADERA ETAPAS I II III;CL168#9-71
19;Conjunto Residencial;LA VALVANERA MANZANA 67;KR71C#62A-31SUR
1;Edificio;SALVATORE;KR18A#134A-17
1;Edificio;DECCO DE LA NUEVA AUTOPISTA;KR20#134A-16
11;Edificio;POTOSI 97;CL97#71A-10
1;Edificio;OCOBO 103;CL103A#19A-75
1;Edificio;ORION II;KR21#159-53
19;Conjunto Residencial;TORRES DE BELLAVISTA ETAPA I;TV70G#63-52SUR
9;Conjunto Residencial;LA SIERRA;KR79#19A-28
1;Edificio;HORIZONTE HEALTH RESOURCES;AC127#20-78
1;Edificio;VERAMONTE;CL125#7C-19
11;Conjunto Residencial;DALI;CL160#58-75
1;Conjunto Residencial;ALTOS DEL REDIL SUPERMANZANA DOS;CL174#7-79
8;Conjunto Residencial;RESERVA DE SAN AGUSTIN PROPIEDAD HORIZONTAL;CL10B#88A-27
13;Conjunto Multifamiliar;PARQUE TAKAY II   PROPIEDAD HORIZONTAL;CL25#32A-41
2;Edificio;AVENIDA 82;KR11#82-76
12;Casas;UNIDAD DIEZ DEL CONJUNTO RESIDENCIAL ENTRE RIOS;KR58#80-75
10;Agrupación de Vivienda;MONTES DE TIERRAGRATA;KR102#69-81
1;Edificio;BRESCIA;KR18A#103-35
13;Edificio;TERRALONGA IV PH;KR19#58-21
1;Conjunto;RESERVADO AYAMONTE;KR19#185-76
10;Conjunto Residencial;BOLIVIA XVI;CL86#103C-49
8;Conjunto Residencial;PARQUE CENTRAL TINTAL 3;CL5A#93D-77
1;Conjunto Residencial;PARQUE RESIDENCIAL CEDRITOS;CL151#13A-50
2;Edificio;VIAMONTE;CL85#9-39
3;Edificio;LEDER;CL12#13-13
10;Unidad Residencial;LOS ALMENDROS;CL64#71D-44
9;Conjunto Residencial;EL JARDIN;KR72B#22D-30
10;Agrupación;SUPERMANZANA 5 II ETAPABOCHICA III;KR103B#82-92
2;Edificio;EDIFICIO CALLE 617;CL61#7-18
2;Edificio Multifamiliar;LA 81;CL81#9-63
1;Edificio;MEDITERRANEO;KR20#102-09
1;Edificio;MALKA 145;CL145A#12A-80
1;Conjunto Residencial;KURAKA;DG182#20-17
1;Conjunto Residencial;PUERTOSOLPRIMERA ETAPABLOQUES78Y9;KR23#148-59
11;Edificio;EL TATA;CL125#47-04
4;Residencial;BOSQUE DE LOS ALPES ETAPA 2 SUPER LOTE 2 PH;KR13ESTE#36G-70SUR
3;Conjunto Residencial;LA COLONIA;KR6#1-59
8;Agrupación de Vivienda;SAMARIA III;KR81J#56-86SUR
1;Edificio;PRADOS NORTE 3 4 Y 5;CL127C#9-73
8;Conjunto Residencial;MANUEL MEJIA;KR80#53A-90SUR
1;Edificio;SIERRALTA;KR7D#127-69
1;Conjunto Residencial;SANTA BARBARA NORTE MANZANA I;KR12#123-50
11;Conjunto Residencial;BALCONES DE SEGOVIA;CL126#51-12
11;Conjunto Residencial;OASIS IV;CL151#111A-25
18;Edificio Multifamiliar;EDIFICIO VIVIENDA MULTIFAMILIAR SAN MIGUEL PH;CL28SUR#25-06
1;Edificio;NOVA 125;CL125#21A-54
11;Edificio;MIKAN;CL107A#54-75
11;Conjunto Residencial;ALAMEDA DE SAN JOSE AGRUPACION UNO;CL163#72-90
1;Edificio;ALTOS DE LA CALLEJA;CL128A#18-59
1;Conjunto Residencial;GUADALQUIVIR;CL119#4-10
11;Edificio;VIRGINIA;CL116#50-30
13;Edificio Multifamiliar;LUCERNA PROPIEDAD HORIZONTAL;CL25#40-54
11;Agrupación de Vivienda;PORTALES DEL NORTE III MANZANA 2;CL168A#58A-37
13;Edificio;RESIDENCIAS SANTA SOFIA;CL53#14-28
1;Conjunto Residencial;CAMINO DE TORCA;KR19#183-51
1;Edificio;EL TORREON;KR14#149-26
11;Conjunto Residencial;RINCON DEL KARMEL II ETAPA;KR50#163B-80
1;Edificio;LA CANDELARIA;KR10#117A-07
11;Unidad Residencial;EL RINCON DE LA CIEN;CL100#53-48
11;Urbanización;MONTECLARO;CL129C#88D-10
3;Edificio;BOSQUE RESERVADO;CL26B#4-29
1;Edificio;LOS SAUCES;CL114#11-34
2;Edificio;NOGAL 79;CL79#10-11
11;Conjunto Residencial;SAN REMO 1;CL165#54-90
11;Agrupación de Vivienda;URBANIZACION MAZUREN 11;Carrera 55 # 151 - 90
2;Edificio;MONTECARLO VILLAGE;CL49#3C-20
1;Agrupación de Vivienda;VILLAMAGDALA RESERVADA;CL154#15-17
14;Conjunto Club Residencial;DIMITO PAR;KR24D#2-30
3;Edificio;SOHO 39;KR14#38-56
8;Agrupación Residencial;PRIMAVERA DEL TINTAL 1 ETAPA;KR90A#5A-45SUR
1;Edificio;BARILOCHE;KR17B#181-45
1;Conjunto Residencial;BORNEO ETAPA II;CL116#11-09CJAP
12;Edificio;SITGES;KR20B#75-54
15;Agrupación de Vivienda;CENTAUROS PROPIEDAD HORIZONTAL;KR34D#38-60SUR
1;Edificio;MARTHA LILIANA;KR7B#146-25
1;Edificio;MILLENNIUM 121;KR18#120-65
1;Edificio;PARQUE DE ALCALA;KR21#114-54
1;Edificio;RESERVA DE LA CALLEJA;CL127Bis#17A-60
11;Edificio;SANTIAGO 1;KR50#103B-25
2;Edificio;MAYRA CAROLINA;KR4#59-81
1;Edificio;STUDIO 9;AK9#145-46
2;Edificio;EDIFICIO AVENIDA DE CHILE PROPIEDAD HORIZONTAL;KR7#72-28
11;Casas;AGRUPACION RESIDENCIAL CONJUNTO CALATRAVA UNIDAD RESIDENCIAL CERRADA PROPIEDAD HORIZONTAL;CL128A#57-02AD
2;Edificio;CALLE 79 A;CL79A#7A-66
8;Conjunto Residencial;SAUCOS DEL BOSQUE;CL45SUR#72B-17
18;Edificio Multifamiliar;MULTIFAMILIAR LUZ MAR;KR24A#35-01SUR
15;Edificio Residencial;EDIFICIO RESIDENCIAL AKAI;KR27#14A-41SUR
15;Apartamentos;SEGOVIA;CL17SUR#27-46AD
11;Edificio;ALCAZAR DE LA COLINA,;KR56A#148-87
4;Parque Residencial;SAN JERONIMO DE YUSTE SM8 2;CL16SUR#18-50ESTE
1;Edificio Multifamiliar;LUGANO;CL145A#15-98
11;Conjunto;SOTILEZA;KR72#129-01
11;Edificio Residencial;MARIA MAZUREN;CL149#45-38
13;Edificio Residencial;PLAZUELA DE SAN JORGE;KR30#46-46
1;Edificio;GUALIVA;CL146#13-17
9;Conjunto Residencial;AITANA DEL SALITRE;CL23#72-38
11;Edificio;MEDITERRANEO II;CL132A#72-92
1;Conjunto Residencial;SANTA BARBARA NORTE MANZANA C;KR13#124-56
1;Edificio;PALATINO II;KR12#145-17
3;Edificio;SERRANO  32;KR13#32-74
13;Edificio;CAROA;CL42#27A-38
1;Edificio;VANESSA;KR19A#103A-21
1;Conjunto Residencial;TORRES DE SAN FRANCISCO;CL126#11B-31
11;Edificio;ALEJANDRA;CL125Bis#37-52
1;Edificio;PRADOS DE ANTIGUA;CL134A#11A-21
7;Agrupación Residencial;CHICALA MANZANA E TIERRA TAYRONA III;CL54CSUR#86B-21
2;Edificio;TORRE PANORAMA;KR7#66-10
2;Edificio;EL ALCAZAR DEL NOGAL;CL79#9-67
11;Edificio;SAN PEDRO DEL BATAN;KR48#124-69
1;Edificio;TORRES DEL MOLINO;KR14#112-73
11;Conjunto Residencial;EL RINCON DE LOS SAUCES;KR68D#99-57
1;Conjunto Residencial;CAMINOS DE CALAMARI;CL155#14-10
10;Edificio;BEATRIZ;KR71D#73A-59
4;Conjunto;KAIROS;CL15SUR#7B-02AD
1;Edificio Multifamiliar;PINOS DEL CHICO;CL106B#21-67
4;Edificio Multifamiliar;VILLA SOFIA PH;KR6#30D-79SUR
3;Edificio;EDIFICIO LA LOMA 25;AV25C#4A-24
1;Edificio;BRASILIA;CL146#19-39
1;Edificio;NUEVA LUTECIA II;KR21#137-66
12;Edificio Multifamiliar;BALCONES DE METROPOLIS III;KR66#73-04
1;Edificio Residencial;FONTANAR;CL125#16A-06
13;Conjunto Residencial;RAFAEL NUÑEZ II ETAPA;CL44C#45-53
10;Conjunto Residencial;LOS FARALLONES;KR105A#70D-78
13;Conjunto Residencial;SANTA CLARA;KR45#22A-37
11;Edificio Residencial;EDIFICIO HIPOCAMPUS;KR51#122-98EDAD
2;Edificio;CHICO 93;KR16#93-38
11;Conjunto;CERROS DE SOTILEZA;CL128B#80-17IN1213
11;Conjunto Residencial;JARDINES DE LA COLINA LOTE 2;CL152B#59-54
19;Edificio Multifamiliar;MADELENA LOTE UNO MANZANA 97 SECTOR II;CL57TSUR#66A-69
1;Edificio;JIBACOA;CL65#3B-38
12;Unidad Residencial;POLO OCCIDENTAL PRIMER SECTOR;KR28#80-19
9;Conjunto Residencial;TARRAGONA DEL SALITRE 1;CL25B#72-80
7;Conjunto Multifamiliar;ALTOS DE SAN BERNO;KR80K#84C-14SUR
2;Edificio;SANTA CLARA;KR17#88-36
1;Conjunto;HACIENDA EL CEDRO II;KR14#152-79
2;Edificio;LA MAISON CABRERA;KR13#86A-69
11;Edificio;PORTAL 104;KR53#104B-23AD
4;Conjunto Residencial;SAN CRISTOBAL SECTOR III;CL12DSUR#3-34ESTE
2;Edificio;EL PINAR DEL CHICO;KR13#89-23
11;Conjunto Residencial;VALLE DEL REFOUS;KR100#148-78
2;Edificio;SANTA ANA;KR10#53-61
1;Conjunto Residencial;TORRES DE SANTA LUCIA;CL191A#11A-25
12;Conjunto Residencial;PLAZA BAVIERA FASE I;KR45#75-67
1;Edificio;SAN PEDRO 113;KR13#113-21
13;Edificio Multifamiliar;MINERVA;KR29#40A-65EDMINERVA
9;Conjunto Residencial;CAICU;KR68ABisA#25-40
3;Edificio;MUSEO;CL29#6-58
1;Edificio;CALLE 106 PROPIEDAD HORIZONTAL;CL106#17-65
11;Conjunto Residencial;COLINA DE LOS VIENTOS;KR80#129-21
11;Multifamiliar;ARCOS DE CASIGUA A Y B;CL138#57-76
4;Conjunto Multifamiliar;ARANJUEZ;KR7B#9-41SUR
2;Edificio;CLUB COUNTRY;KR19#86A-11/21
1;Edificio;ALCAZAR;KR14A#127A-68
8;Conjunto Residencial;PORTAL DE PINAR MANZANA 2;CL42FSUR#87B-18
7;Conjunto Residencial;CAMINOS DE SAN DIEGO 2;KR78A#84B-55 SUR
3;Edificio;JULIO MONTOYA BALEN;KR13#33-74
1;Edificio;RINCON 101;CL101#13-19
1;Edificio;APARTAMENTOS MONTECARLO;CL116#14A-64
13;Edificio Residencial;AQUIMIN;CL48#16-25
1;Edificio;MILA;CL146#13-66
7;Conjunto Residencial;PORVENIR RESERVADO 10;CL54CSUR#95A-18
11;Conjunto Multifamiliar;BOSQUE DE CASIGUA;CL#138-5738
1;Edificio;PAEZ;CL148#7F-27
11;Conjunto Residencial;ALMORETTOS;CL94#72A-99
11;Agrupación de Vivienda;URBANIZACION MAZUREN 10;CL151#54-38
1;Edificio;MARQUES DE SAN JORGE;CL147#11-71
11;Conjunto Residencial;ARANY APARTAMENTYOS;CL137#55-42
9;Edificio;TORRE VIVA 26;KR82#25G-84
11;Conjunto Residencial;MONTEAZUL;KR81#127A-46
2;Edificio;TORRE 90;calle 90 #16-56
1;Agrupación;DE VIVIENDA LOS SANDALOS;CL146#7F-71
10;Conjunto Multifamiliar;BOSQUES DE GRANADA;KR113A#72D-04
3;Edificio;OMNI 19;KR8#18-77
1;Edificio;MORUMBI;CL145A#19-10
1;Edificio Multifamiliar;PARQUE DE CHICO;KR23#104A-63
1;Conjunto Residencial;LA ERMITA;AK19#127B-56
2;Edificio;LOS ALISOS;AK45#93-24
1;Edificio;TORRES DE RIO FRIO;CL146#13-73
1;Edificio;SANTA BARBARA PLAZA;KR23#124-70
11;Edificio;SAN SEBASTIAN DE LA ALHAMBRA I;DG117#45-81
11;Unidad Residencial;SAUCES;KR50#150-28
1;Condominio;GEMINIS;KR11#146-59
18;Edificio;BAHIA RESTREPO;CL27ASUR#13-28
2;Agrupación Multifamiliar;LOS CACIQUES TORRE A;CL78#7-79
1;Edificio;TERESA DE CAPRI;CL151#13-77
11;Conjunto Residencial;MIRADOR DEL PINAR;CL149#54A-79
1;Edificio;NUEVO PALOS VERDES;KR12#140-71
1;Edificio;MARBELLA HOUSE;KR13A#127B-21
8;Conjunto Residencial;ALAMEDA DE SAN JOSE I;KR87#48-50SUR
11;Agrupación;DE LOTES LAS BEGONIAS;KR105#238-55
4;Conjunto Residencial;TORRES DE AVILA;KR7#6-73SUR
11;Conjunto Residencial;CAMPO DI FIORI;KR77#128A-40
2;Edificio;PALERMO 45 PROPIEDAD HORIZONTAL;CL45#9-42
2;Edificio;NORESTE 76;KR1A#76A-72
10;Agrupación de Vivienda;MULTIFAMILIARES ANGELA II;KR99#69A-40
1;Edificio;NAVARRA;KR21#108A-10
1;Edificio;TERRACOTA;CL109Bis#2-86ESTE
1;Edificio;ATID II;KR13A#101-52
2;Edificio;BRIDGE 93;CL93#19B-67
1;Edificio;COIMBRA;KR21#108A-59
11;Conjunto Residencial;TORRES DE SEGOVIA I;KR57#138-12
11;Edificio;VIVAL DE PASADENA 52;KR52#106-46
1;Conjunto Residencial;ICATA LOTE 3;KR13#153-81
11;Edificio;PASADENA REAL;KR51#104B-38
1;Conjunto Residencial;CASTILLA DE ORO;CL127C#5-28
12;Conjunto;VILLA CALASANZ ETAPA II AGRUPACION 3;CL96#45A-40AG3
11;Conjunto Residencial;BAVIERA RESERVADO;KR50A#174B-67
1;Conjunto Residencial;PARQUE SAN ANTONIO;KR7C#182-27
11;Conjunto Residencial;PINAR DE SUBA I AGRUPACION D;CL153#94-51
11;Conjunto Residencial;LOS ALCARAVANES;KR65#173A-80
11;Conjunto Residencial;QUINTAS DE SANTA RITA I;KR145#150-35
1;Edificio;CAROLINA DEL NORTE;KR14#127-69
1;Edificio;STEVEN II;CL141#7B-81
11;Conjunto Residencial;MONTREAL;CL152B#72-52
4;Agrupación de Vivienda;TORRES DE SAN FELIPE I Y II ETAPA;CL22ASUR#7-66
12;Agrupación de Vivienda;METROPOLIS UNIDAD TRES;KR66#79-84
13;Edificio Multifamiliar;PUNTA DEL ESTE PROPIEDAD HORIZONTAL;AK50#56B-20
11;Conjunto Residencial;CONJUNTO RESIDENCIAL VILANOVA AGRUPACION 4 MANZANA A;KR55B#186-32
10;Edificio;CARLOS JULIO BASTO;KR69F#63F-33
2;Edificio;QBO;CL93A#13-24
1;Edificio;ALBORADA 140;KR12B#140-61
2;Edificio;ZURYA;CL80#8-10
4;Conjunto Residencial;EDIFICIOS MULTIFAMILIARES EL RINCON DE SAN NICOLAS;CL13SUR#6-95ESTE
4;Conjunto Residencial;TORRES DE SAN RAFAEL;CL61SUR#15D-60ESTE
11;Agrupación de Vivienda;CIUDADELA CAFAM M32 SL B ETAPA II;KR113C#142A-90AD
11;Agrupación de Vivienda;PARQUE RESIDENCIAL NUEVO SUBA L3;KR101A#152A-49
13;Edificio;SAN LUIS DE VARHEN;TV22Bis#61B-11
1;Casas;IBIZA 134;AC134#11-64
1;Edificio Multifamiliar;CASANDRA;CL122#18C-26
8;Edificio Multifamiliar;CANELA PH;KR86#13B-80
11;Conjunto Residencial;GRATAMIRA 131;KR72#131-19
13;Conjunto Residencial;LOUISIANA;CL23A#59-72
1;Conjunto Residencial;SAUCES DEL NORTE AGRUPACION I;KR19A#159-70
1;Edificio;VOLTURNO;KR12#101-36
1;Conjunto Residencial;BALCONES DE SAN CARLOS;KR16A#152A-59
11;Conjunto Multifamiliar;IBERIA MANZANA 13;CL131A#57-41
1;Unidad Residencial Cerrada;MARANTA SECTOR SIETE;KR20A#187-48
11;Conjunto Residencial;CASAS DE AMSTERDAM;KR54#138-81
11;Agrupación de Vivienda;LA PRADERA DE SUBA ETAPA 1;KR101A#152A-74
11;Conjunto Residencial;CAMINOS DE LA ESPERANZA ETAPA III;DG150#142-43
11;Unidad Inmobiliaria Cerrada Urbanización;HACIENDA SAN SIMON;KR61#238-45
9;Conjunto Residencial;CABRERA VI PRIMERA ETAPA;CL34#85-61
1;Conjunto Residencial;EL PORTAL DEL COMENDADOR III;KR20A#173A-03AD
1;Conjunto Residencial;VERACRUZ;KR7B#138-23
9;Edificio;ZARQUI I;CL19#105-19
5;Conjunto Residencial;ALTOS DEL PORTAL II;CL65SUR#7D-70
11;Conjunto Residencial;BOSQUES DE TIERRA ALTA;KR92#150A-86
1;Edificio;EDIFICO SANDRA PROPIEDAD HORIZONTAL;KR7B#145-08
1;Edificio;BELLAGIO;CL134A#17-50
8;Conjunto Residencial;TORRES DE CASTELLO;DG3#83-02
11;Edificio;ARCOSANTI;CL123#47-32
11;Conjunto Cerrado;EL PARAISO;CL173#76-70
11;Edificio;RIALTTO PI;TV57#106A-32
11;Conjunto Cerrado;EL EDEN;CL173#69-28
17;Copropiedad;CASA INTAGLIO;CL12C#1-29
2;Edificio;ALTOS DEL LAGO;KR16A#76-89
2;Edificio;PENINSULA CALLE 95;CL95#11A-84
1;Edificio;EL PORTICO IV;KR21#118-95
2;Edificio;VIRREY 86A;carrera 16A #86A-79
11;Multifamiliar;SANTA HELENA 8;CL147A#54-61
1;Edificio;SANTA CRUZ DE BARLOVENTO;AK9#140-93
11;Conjunto Residencial;CAMINOS DE VERACRUZ   IY II ETAPAS;KR55A#166-71
10;Edificio;ARRAYANES DE NORMANDIA;TV85#57-25
12;Conjunto Residencial;PARQUE CENTRAL SALITRE ETAPA III;CL64A#52-53
11;Edificio;CONJUNTO RESIDENCIAL PRATI 1;KR50#134-24
1;Agrupación de Vivienda;EL SAUSAL II SECTOR;AK15#142-68
13;Edificio Multifamiliar;ARABI 1;DG60#24A-12
11;Conjunto Residencial;MARENSA;KR46#128-71
1;Conjunto Residencial;CAMINOS DE CALAMARI II ETAPA;CL157#14A-81CJCAMINOSDECALAMARIIIETAPA
11;Conjunto Residencial;LA PALMA II;CL132A#89-80
13;Conjunto Multifamiliar;RESIDENCIAS LAS AMERICAS PROPIEDAD HORIZONTAL;KR32#28-28
13;Edificio;DURAN - PROPIEDAD HORIZONTTAL;KR43#24-29
1;Edificio;PRIMAVERA;KR18#137-17
11;Conjunto Residencial;COLINA CLUB RESIDENCIAL;AK72#152B-90
11;Agrupación;COLINAS DE ATHENAS;KR58C#144-38
11;Conjunto Residencial;TERRAZAS DE LA CAMPINA;KR92#150A-56
1;Edificio;CATY;CL145#7A-61
4;Conjunto Residencial;PUNTA DEL ESTE ETAPA I Y II;CL13SUR#14-61ESTE
1;Edificio;LA CASCADA;KR12B#140-50
1;Edificio Multifamiliar;ASTOR 146;CL146#21-67
16;Edificio;CAHICA;CALLE 3A#64-16
2;Edificio Residencial;OIKOS 87;CL87#12-50
1;Edificio;UBAQUE GOLF;KR7D#148-45
13;Edificio;TIVOLI PROPIEDAD HORIZONTAL;KR16#58A-31
11;Edificio;PORTAL DEL BATAN;KR45A#123-55
8;Conjunto Residencial;MOLINO DE ARAGON;CL7ABis#78H-95
11;Edificio;COLINA CAMPESTRE NO 9;DG136A#58C-05
8;Agrupación;ALCAZAR DE SAN JUAN;CL7ABis#78F-07
1;Edificio Multifamiliar;TAMLO;CL134#12B-30
1;Edificio;AURORA;AK7#132-45
1;Edificio;TIERRA FIRME WSAP PH;KR9#115-06/30
11;Edificio Multifamiliar;LA ZERREZUELA SANTA VERONICA;CL138#72A-40
11;Edificio;BALCONES DE LA SABANA;KR54#150-46
1;Edificio;BOGOTA I;CL117A#10-12
11;Conjunto Residencial;TERUEL;KR49A#100-03
1;Edificio;PANORAMICO;DG91#4-20
1;Edificio;GREMES IV;KR11#144-60
9;Conjunto Residencial;MILANO;KR87B#19A-40
1;Edificio;JORGE BARON TV TORRE C;AK15#122-73
8;Conjunto Residencial;SENDEROS DE IPANEMA;CL26SUR#93D-38
11;Edificio;ARISTOS;CL107A#54-57
13;Edificio;LA MAGDALENA;CL39B#18A-20
11;Conjunto Residencial;RUMORAL DE SAN JOSE;KR78#179-90
1;Edificio Multifamiliar;CEDRO GOLF 549;KR8BisA#151-20
1;Edificio;BALUARTE;CL106#19A-72
1;Edificio;PUERTO DE ALMERIA;KR18#113-26
1;Edificio Residencial;BILBAO;CL145#12-66
8;Agrupación de Vivienda;MIRADOR DE CASTILLA II;CL12A#71B-61
11;Conjunto Residencial;MACANA;CL152C#72-65
2;Edificio;LOS TRES EUCALIPTOS;TV1ESTE#57-80
11;Conjunto Residencial;BONAVISTA 170 PH;KR67#169A-82
11;Edificio;PRADO 144;KR47#144-53
1;Edificio;LAMINADOS ANDINOS;AK15#103-37
11;Conjunto Residencial;VILANOVA III CASAS;CL186#54D-73
13;Conjunto Residencial;RIBERAS DEL PARANA;KR63#23A-84
11;Conjunto Residencial;HACIENDA IBERIA 2;CL131B#54-21
2;Edificio;DON CARLOS;AK20#81-54
3;Edificio;GRAN MANZANA;KR13A#32-67
11;Conjunto Residencial;JARDINES DE GRATAMIRA;CL134#72-50
11;Conjunto Residencial;BAKATA;KR74#163-33
3;Edificio;SAN MARTIN BLOQUE B;CL30A#6-22
11;Edificio;CAMINO DE INDIGENAS;CL128ABis#77-45
9;Conjunto Residencial;LA ARBOLEDA;KR77#18-51
1;Edificio;SAN SEBASTIAN PH;CL135B#12C-29
8;Conjunto Residencial;TABAKU DE LAS AMERICAS;KR82A#6-16
11;Edificio;TORREARTE;CL126#46-25
2;Edificio;PARQUE DE LOS CIPRESES;CL97#19-60
11;Conjunto Club Residencial;SOTAVENTO;CL162#54-56
11;Conjunto Residencial;LOS ARRAYANES DE SUBA ETAPA I Y II;KR115#153-80
9;Conjunto Residencial;MODELIA IMPERIAL MANZANA 86;TV93#22D-35
11;Conjunto Residencial;TAURO;KR46#127-78
19;Agrupación de Vivienda;I DE LA URBANIZACION MADELENA SECTOR III;CL62DSUR#68C-30
1;Edificio;CHIBCHACUN;AC116#9-27
4;Edificio;SANTA ANA 1;CL11SUR#7-41
2;Edificio;EL ALGARBE;KR3#74-39
8;Conjunto Residencial;RESERVA DE SAN AGUSTIN II PROPIEDAD HORIZONTAL;CL10B#88A-17
1;Edificio;ATTIKA;KR23#122-72
1;Edificio;APOTEMA I;CL126#11B-70
11;Urbanización;PASEO DE LA COLINA GRATAMIRA REAL;KR72A#138-23
11;Edificio;JARDIN DEL BATAN;KR49#124-71
11;Conjunto Residencial;ALTILLOS DE SUBA I;CL137#85-76
9;Conjunto Residencial;GRAN RESERVA DE NAVARRA;AK72#24B-34
8;Residencial;ATALANTA CONJUNTO RESIDENCIAL ETAPA 1;CL12C#71C-31
11;Conjunto Residencial;ALTILLOS DE SUBA II;CL137#88-76
11;Conjunto Residencial;ARBOLEDA DE LA COLINA;CL167#73A-51
1;Edificio;PARQUE CALLEJA;KR20#127A-27
9;Conjunto Residencial;PARQUES DE ATAHUALPA 2;CL23B#113-79
1;Edificio;IPSILON;KR16C#166-75
11;Edificio Residencial;EL RODRIGAR;KR50#149-19
