id_localidad;tipo_propiedad;nombre_conjunto;direccion
11;Edificio;ASTURIAS;CL106B#54-58
2;Edificio;LA SELVA II;KR5#63-21/27
1;Edificio;GREMES II;KR12#138-72
11;Edificio;PUENTE LARGO 105;CL104B#57-57
8;Conjunto Residencial;FERROL ETAPAS 3 Y 4;KR69C#9D-90CJ
2;Edificio;TORRE ALTA I;KR8#65-57
7;Proyecto;CAMINOS DEL PORVENIR III;CL55SUR#102A-08AD
1;Edificio;CAROLINA PARK;KR13B#126A-26
8;Conjunto Residencial;TIERRA BUENA DEL PORVENIR ETAPA DOS;CL34ASUR#99A-37AD
1;Edificio;PRADO SUIZA;KR8#127C-52
1;Edificio;VAUD;KR7C#127-41
11;Edificio;ALCAPARROS DE LA CAROLINA TORRE 1;KR13B#126A-16
1;Edificio;PEPE 8;KR10#117-63
2;Edificio;PISA;TV18A#96-10
2;Edificio;ALAMEDA 43;CL43#8-80
1;Edificio;MIRADOR DEL COUNTRY;CL134#12B-56
2;Edificio;LOURDES II;CL65#7-49/53
11;Edificio;MIRADOR DE SAN AMBROSIO;KR49#124-17
13;Edificio;AMARETO;KR47#22-83
2;Edificio;LAURA;CL47#6-11
9;Conjunto;SOLSTICIO PARQUE RESIDENCIAL ETAPA 4.;CL14B#119A-20
2;Edificio;ROBERTO HERRERA EUSSE;KR9#71-54
8;Conjunto Residencial;TORRES DE TINTALA  ETAPA 1;CL6BisA#90A-50
18;Conjunto Cerrado;PORTAL DE MOLINOS;CL49BSUR#9A-56
1;Conjunto Residencial;CEDRO MADEIRA III;CL148#7H-48
13;Edificio;FEDERMAN REAL;CL61#35A-77
2;Edificio;SAINT PAUL;KR2#70-41
9;Conjunto Residencial;PUEBLO NUEVO CASAS 3 PH;KR98B#14-06
12;Edificio;SAN FERNANDO;CL75#65B-35
9;Conjunto Multifamiliar;SAN LORENZO PH;KR68D#24A-50
8;Conjunto Residencial;EL PORTAL DE LAS AMERICAS E;CL6C#72C-65
10;Edificio Multifamiliar;EDIFICIO HABITAR 55;CL55#73-31
2;Edificio;SAN SEBASTIAN;DG40#8-38
1;Conjunto Residencial;CUMBRES DE CAPRI;CL151#12C-55
10;Conjunto Residencial;PORTALES DE COMFENALCO;CL63F#72-55
1;Edificio;ALMENARA;CL145A#21-78
1;Edificio;GREMES III;KR12#142-30
1;Edificio;BLOG;CL118#16-09
1;Edificio;TREVISO;KR22#106-56
1;Edificio;OIKOS 101;KR13A#101-09
7;Conjunto Residencial;PARQUE MACARENA I;KR81#75-11SUR
1;Edificio;PALISANDRO;CL119#11B-54
11;Conjunto Multifamiliar;BELOMAR;CL124A#54B-12
1;Edificio Multifamiliar Residencial;VILLA ANITA;KR6B#112-49
2;Edificio;ITAPARICA;KR3#74A-12
2;Conjunto Residencial;FLATS 7 59;CL59#7-45
2;Edificio;CHICO VILLAGE;CL94A#21-60
8;Conjunto Residencial;DIANA VERONICA III;KR69#20-28SUR
3;Conjunto Residencial;SAN BERNARDO DEL VIENTO;KR7#1A-74SUR
19;Conjunto Residencial;LOS ROBLES II;CL68FSUR#62-75
11;Edificio;GRANADA ETAPAS I Y II;KR54B#133A-68
1;Edificio;LOS MOLINOS;KR15A#112-08
8;Conjunto Residencial;EL RINCON DE LOS ANGELES UIC;TV78C#6B-20
11;Conjunto Residencial;LA CHOCITA 1;CL164#62-82
8;Unidad Residencial;CASABLANCA 26;KR79B#48A-16SUROFPTCJ
4;Conjunto Cerrado;ALTAVISTA EL MIRADOR;KR4#1-46SUR
2;Edificio;BALCON DE GRANADA;CL66Bis#4-03
13;Edificio;DORA;KR15#28A-36
2;Edificio;TORRE 93;KR11A#93-52
11;Conjunto;MOCALA;CL175#72-95
3;Edificio;ESTHER;KR4A#26D-07
14;Edificio;LYR;CL22C#18B-92
8;Unidad Residencial;CASABLANCA  27;CL48ASUR#79B-43ADOF
1;Conjunto de Vivienda;LUGANO;KR13#140-50
11;Agrupación Residencial;LOS PORTALES DEL NORTE II;KR65#167-18
18;Edificio;CALIMAR II;KR12HBisB#27B-16SUR
13;Edificio;ROMAC;AV30#39B-19/29/41/51CALLE29No.34-20/30
1;Edificio;NATALIA;KR7A#106-54
1;Agrupación;DOS DE LAURBANIZA PARQUES DE LORENA;KR14A#151A-06
13;Edificio;BELISARIO;DG53C#24-36
2;Edificio;DULIMA;KR9A#91-49
8;Agrupación de Vivienda;CONJUNTO RESIDENCIAL RECODO SAN FELIPE VI;CL3SUR#69A-91
11;Edificio Residencial;EL LIMONAR;CL150#50-68
10;Agrupación de Vivienda;METROPOLIS UNIDAD 26;KR68B#74A-78
1;Edificio;RODAMONTE;KR21#127D-49
1;Edificio;SANTA MONICA;KR23#118-71
3;Edificio;JIMENEZ DE QUESADA;CL13#8A-20
10;Residencial;MULTIFAMILIARES EL CORTIJO SUPERMANZANA D;KR116B#80A-69
11;Edificio;SICARARE;CL116#54-45
1;Edificio;BALCONES DEL CEDRO;CL145#12-40
2;Edificio;FLATS 51;CL51#4-62
2;Edificio;CEZANNE;KR17#88-23
12;Conjunto Residencial;ENTRE RIOS UNIDAD NUEVA 9  PROPIEDAD HORIZONTAL;KR58#80-45
4;Conjunto Residencial;ARBOLEDA III;KR8#13-51SUR
11;Conjunto Residencial;FARO;CL161#54-25
13;Edificio;MEDITERRANEO;KR17#43-50
11;Edificio;FORTE LA QUINTA;CL130#58B-40
13;Edificio Multifamiliar;BARCELONA;Calle 26 # 43-81
1;Edificio;SAUCE APARTAMENTOS;KR17#119-05
2;Edificio;LA ENSENADA DEL CHICO;KR17#91-42
13;Conjunto;BELO HORIZONTE APARTAMENTOS;KR52#22-30
11;Conjunto Residencial;SALAMANCA Y CALATAYUD I Y II;KR76#145-51
11;Conjunto Residencial;CERCANIAS;KR96A#136-87
1;Edificio;LAS FUENTES DE SANTA BARBARA;CL115#9B-50
3;Edificio;EL PRADO;KR8#38-53
13;Edificio;QUINTA CECILIA;KR42C#22A-50
2;Edificio;DEL CAMINO;CL73#7-31
1;Copropiedad;MIRAMONT CLUB RESIDENCIAL;KR8#167D-62
10;Urbanización;CIUDADELA COLSUBSIDIO AGRUPACION 5B LOS CIPRESES MANZANA 5;KR112F#81-55
1;Edificio;ALCAZAR DE SAN JUAN;CL146#12A-49
1;Conjunto Residencial;CAPRI CEDRITOS DOS OCHO;KR12A#149A-60
13;Edificio;PRESTIGIO 1;KR21#33A-23
1;Edificio;NAVARRA VILLAGE;CL106A#19A-64
2;Edificio;PINO ALTO;CL94A#7A-60
3;Edificio;CINERA;KR5#18-26
13;Edificio;ESPACIAL 54;KR16#54-5559/61/63/65/69YCALLE54ANO.16-09
8;Conjunto Residencial;EL REFUGIO;TV78BSUR#46A-16SURCJ
11;Edificio;COLINA CAMPESTRE 10 PROPIEDAD HORIZONTAL;KR59#136A-03
1;Edificio;EMILIA ROMAGNA;KR8B#160-39
1;Edificio;TABAGO III;CL127ABis#15-38
2;Edificio;OPROC 66;CL66#11-37
11;Edificio;RESERVA DEL CARMEL;KR49#163B-58
11;Edificio;ELSA;TV56#106A-59
10;Edificio;SAN JOAQUIN;KR70D#66-58
9;Conjunto Residencial;PARQUES DE ATAHUALPA 3;CL23#113-31
1;Edificio;TORRE BORNE;CL101#16-84
8;Agrupación;MULTIFAMILIAR VILLA ANITA 72;CL54BSUR#80-23
2;Edificio;LOURDES III;KR10#65-45
10;Agrupación de Vivienda;EL PEDREGAL IIETAPA;KR101#70-40
2;Edificio;VIVAS GARCIA;CL64#8-41
1;Edificio;SAN CARLOS IV;CL119#11B-33
1;Conjunto;HACIENDA SANTA BARBARA;CL114#6A-92
12;Edificio;ACROPOLIS;KR66#75A-90
11;Edificio;106 41;TV58#106-29/41
4;Conjunto Residencial;BALCONES DE BERNA II;KR7#1A-44SUR
6;Multifamiliar;HUILA;KR25#51A-44SURAD
7;Conjunto Residencial;CAMINOS DE SAN DIEGO 1;KR78A#85D-15SUR
1;Conjunto Residencial;CAMPOALEGRE MANZANA DOS;KR11A#112-06
1;Edificio;CAMINO DE ALCALA;KR20#137-42
9;Conjunto Residencial;RESERVA DE MODELIA PH;AC24#85C-67
2;Edificio;EL RETIRO;KR15#85-72
2;Edificio;RESIDENCIAS ALBORADA;KR11#96-75
2;Edificio;PEÑAS BLANCAS;KR1#81-20
2;Edificio;TORRES DE LA CABRERA;KR10#85-21
2;Edificio;PALOS VERDES;KR9#85-57
2;Edificio;TEVIS;CL95#17-23
8;Conjunto Residencial;PORTAL DE TECHO II;KR70C#1-72AD
2;Edificio;EL LAGO;CL77#16-20
2;Edificio;CIPRES DE MONTERREY;CL71#3-51
1;Edificio;IMOVAL VI;CL122#21-55
3;Edificio;MANUEL MEJIA;KR10#16-82
2;Edificio;PARQUE CALLE DE PIEDRA;KR3#76-35
7;Agrupación de Vivienda;NUEVA CIUDAD ETAPA I;CARRERA 93D NO. 65 42 SUR
16;Agrupación de Vivienda;TORREMOLINOS SUPERMANZANA I;KR52#16-28SUR
11;Edificio;NITEROI;CL150A#45-74
1;Edificio;PTOLOMEO;CL134A#21-54
1;Edificio;FELIPE;KR9C#119-49
1;Edificio;JUAN CARLOS URBANIZACION SANTA BARBARA CENTRAL II SECTOR;CL115#11A-85
1;Edificio;PLAZA 119;KR14A#119-30
11;Agrupación de Vivienda;PINARES DE SAN JOSE;KR67#170-65
2;Edificio;CENTRO CHICO I;KR10#96-79
14;Conjunto Residencial;USATAMA MANZANA A;CL22C#29A-32
11;Conjunto Residencial;QUINTAS DE SAN PEDRO IV;CL188#55A-62
2;Edificio;CENTURY XXI;KR16#79-76
10;Conjunto Residencial;BOLIVIA XII;KR103D#82-55
13;Edificio;ALMIRANTE;KR21#37-64
1;Edificio;SANTA ANA;KR6#108B-33
16;Conjunto;RESIDENCIAL PARQUES DE PRIMAVERA ETAPA I Y II PROPIEDAD HORIZONTAL;CL4B#39B-90
1;Conjunto Residencial;SANTA CLARA I;CL131#19-73
1;Edificio;EL CEDRITO;CL145#21-71
2;Edificio;SANTA MARIA RESERVA URBANA;KR1ESTE#72A-96
1;Edificio;CASONA DEL PARQUE;CL143#16A-65
2;Edificio;CLEMENT;CL65#11-44
3;Edificio;VALDES;CL19#5-51
1;Conjunto Residencial;TAMESIS;KR19A#173-70
18;Conjunto Residencial;CALLEJON DE SANTA BARBARA REAL;TV5QSUR#48M-21
1;Edificio;EDJAK;CL123#9C-45
10;Agrupación de Vivienda;QUINTAS DE SANTA BARBARA II ETAPA;CL83A#115-07
11;Conjunto Residencial;LAS CASAS DE SAN JORGE II;AC127#87A-24
9;Conjunto Residencial;SENDEROS DE CAPELLANIA;KR87B#19A-21
11;Edificio;PUENTETIERRA;CL150#53-68
11;Edificio;COLINA CAMPESTRE 13 PROPIEDAD HORIZONTAL;KR59#136A-62
1;Edificio;ARCOS DE SANTABARBARA;KR19A#118-75
1;Conjunto Residencial;ROSALES DE CEDRO GOLF;CL151#8-84
1;Edificio;CAMINOS DEL MORAL;CL146#7B-13
1;Edificio;ATALAYA;TV15#119-47
1;Conjunto Residencial;PUEBLO BONITO;CL142#11-34
1;Edificio;GUARUPI;CL101#19A-60
11;Edificio;PINAR DE LA COLINA 2 INTERIOR 1;KR55#149-60
10;Conjunto Residencial;BOLIVIA XIII;CL83#103C-55
1;Edificio;MULTICAPRI;CL148#10-41
10;Urbanización;EL CORTIJO ZONA 80 I, II Y III ETAPA;CL81#115-25
11;Edificio;MANCHO;CL121#48-60
2;Edificio;CALLE 81;CL81#12-44
1;Conjunto Residencial;BOSQUES DEL COUNTRY;AK19#131A-30
1;Edificio;RANCHO GRANDE III;AV9#141-16
2;Edificio;BARILOCHE;CL52A#9-26
11;Edificio;MIRAVAL;CL136#46-55
3;Edificio;MADRID;CL17#5-43
7;Conjunto Residencial;LOS CEREZOS DEL RECREO SEGUNDA ETAPA;KR92SUR#72-41
10;Agrupación;3C TUCURINCA MANZANA 3;KR112Bis#80A-15
12;Edificio;MORELLA;CL67#30-29
8;Conjunto Residencial;SANTA MARIA RESERVADO III PROPIEDAD HORIZONTAL;CL2#91C-85
4;Conjunto Residencial;JULIANA;KR10#4-20SUR
7;Conjunto Residencial;PORVENIR RESERVADO 6;CL49SUR#93D-39
11;Edificio;LOTHAR II;CL150A#50-08
13;Edificio;ANGELES;KR23#51-23
1;Edificio;BALCONES DE SAN PATRICIO;KR16#110-20
10;Apartamentos;URBANIZACION  SANTA CECILIA ANILLO 3;KR77#52A-67
16;Conjunto Multifamiliar;LA PRIMAVERA;AC6#39B-95
1;Edificio;CAMINO DE BELMIRA;CL141#7B-38
1;Edificio;BASEL;KR14#119-64
13;Edificio;MULTIFAMILIAR LAS MARGARITAS;KR20#53B-03
13;Edificio;CEJOCMAR I;CL63#37-43
7;Agrupación de Vivienda Multifamiliar;VIVIENDA MULTIFAMILIAR CASAS CORTES MARIN;CL67ASUR#68A-29
2;Edificio;MULTIFAMILIAR CERROS ORIENTALES;TV1ESTE#56-43
1;Edificio;MIRADOR DEL CERRO;KR7D#145-51
2;Edificio;MULTIFAMILIAR PREMIER;KR8#46-66
18;Edificio;BALCONES DE CENTRO MAYOR;CL31BSUR#26D-28
3;Edificio;TRIANA;CL22#9-29
1;Edificio;RESERVA DE SANTA BARBARA;KR12#116-62
11;Edificio;MULTIFAMILIAR ARGOS;CL138#58-38
11;Edificio;SOTOMAYOR;KR53#131A-67
3;Edificio;SAUCES;CL20#13-27
13;Edificio;RODRIGUEZ LESMES;TV26#53C-09
2;Residencial;AGRUPACION DE VIVIENDA EDIFICIO CORDOBA;KR9#43-30
1;Edificio;EPOCA 123;CL123#9-15
2;Conjunto Residencial;KANDINSKY;CL64#1-15
2;Edificio;IMOVAL IX;KR4#59-01
1;Edificio;BAURU;KR23#140-23
9;Edificio;PARQUE OFIR 4;CL25B#100-75
8;Edificio;SAN DIEGO;KR71D#4-72AP17GJ17PT1
13;Edificio;MARIA PAULINA - PROPIEDAD HORIZONTAL;KR18#35-53
10;Conjunto Residencial;QUINTAS DE LA SABANA ETAPA 2;DG77#123A-88
13;Edificio;37 PIMIENTOS;CL37#15-49
7;Conjunto Residencial;BOSA NUEVA ETAPA 1;KR88C#62-65SUR
1;Edificio;PATHMOS;CL125#19A-52
2;Edificio;TRENTO;CL87A#12-50
9;Edificio;TERRAZAS DE MODELIA;KR82#22A-45
2;Edificio;PARQUE 86;CL86#11-73
2;Edificio;AGORA SQUARE;KR12#93-31
12;Edificio;CENTRAL PARK;KR36A#63C-70
7;Conjunto Cerrado;CONDADOS DE LA SABANA UNO;CL71SUR#98B-50
11;Conjunto Residencial;QUINTAS DE PROVENZA;CL134#89A-05
1;Conjunto;ALTOS DE BOSQUE DE PINOS;CL150A#5A-50
2;Edificio;CARRERA SEPTIMA;KR7#71-52
1;Edificio Residencial;MARISCAL JORGE ROBLEDO;KR14#117-90
11;Edificio Multifamiliar;BALCON PIJAO;CL150A#45-55
1;Edificio;ZAPPAN 127;KR13A#127A-13
11;Edificio;MINT;CL167C#55A-46
7;Agrupación Residencial;DIEGO JARAMILLO;CL50BSUR#93D-38
4;Conjunto;HABITACIONAL 20 DE JULIO COLSUBSIDIO MANZANA 46;KR8#27A-12SUR
1;Edificio;BOSQUE DE PINOS;KR15A#106-69
2;Edificio;CARMACAR LTDA;KR6#67-09
11;Agrupación;02 URBANIZACION MAZUREN;KR46#152-29
1;Edificio;RYALTO;KR21#105-47
1;Conjunto Residencial;BALCONES DE MEDINA;KR5#131-96
11;Conjunto Residencial;SURALA I;CL138#56-60
15;Edificio;VIVIENDA MULTIFAMILIAR JOSE;KR37#17-18SUR
16;Edificio Multifamiliar;SANTA MATILDE;KR32B#1-41
11;Residencial;NOGALES RESERVA RESIDENCIAL;CL152B#75-77
2;Edificio;TORRE CALLE 100;AV100#11B-01
13;Edificio;SANTANA II;CL44#14-30
11;Edificio;VILLA NUEVA UNO;KR56D#128B-75
2;Edificio;EDIFICIO LA VUELTA DEL CERRO;CL72ABis#1-82ESTE
2;Edificio;GUIMOX;KR9#75-90
10;Agrupación de Vivienda;BOSQUES DE TIERRAGRATA;KR102#70-15
1;Edificio;RINCON DEL CONTADOR;KR16#135-38
8;Parque Residencial;PLAZA DE LAS AMERICAS II;KR70B#3-31SUR
2;Edificio;ICARIA;KR3A#60A-21
1;Edificio;MONTICELLO 106;CL106#19A-12
1;Edificio;SORRENTO;AK17A#106A-68
2;Edificio;EL CEREZAL;CL92#13-32
10;Conjunto Residencial;MANDARINO;CL75#89B-09
2;Edificio;LOS HEROES;KR19A#78-99
10;Centro;RESIDENCIAL JUAN DEL CORRAL;AK72#63-09
8;Conjunto Residencial;ALFEREZ REAL;KR69#21A-22SUR
11;Edificio;EDIFICIO ALCALA TERCERA ETAPA MANZANA A;CL134A#45-30
1;Edificio Multifamiliar;CAROLA;KR7D#153-04
1;Edificio;LA TRAVIATA;KR23#120-48
1;Edificio;CIPRES DEL PARQUE;CL137#21-38
2;Edificio Multifamiliar;CHICO VIEJO;CL92#11A-47
1;Edificio;QUO 106;KR17A#106A-28
13;Edificio;SAN DIEGO;CL22B#40-11
2;Edificio;CALLE 93;CL93#10-59
11;Conjunto Residencial;RINCON DE GRANADA III;CL133#58-47
13;Edificio;ABADIA REAL;CL63#35-25
2;Edificio;OPEN 10 K;KR10#54A-3143
11;Conjunto;PARQUE 138;KR50#138-44
8;Agrupación;NOGALES DE NUEVA CASTILLA;KR90#6D-80
2;Edificio;PINOS DEL CERRO;KR2#74-15
11;Conjunto;TORRELADERA BOSQUE RESERVADO SUPERLOTE ONCE SL11 CASAS ETAPA 3;KR82#149-45
12;Edificio;BALCONES DE SAN PEDRO;KR65#97-40
19;Conjunto Residencial;ATACAMA APARTAMENTOS PH VIS;KR37#68C-61SUR
1;Edificio;ESTANCIA DE SANTA PAULA;KR13Bis#110-51
7;Conjunto Residencial;MULTIFAMILIARES TAYRONA MANZANA D;KR86B#53-98SUR
1;Edificio;SAN JORGE;CL124#28-64
8;Conjunto Residencial;CONJUNTO LA ARMONIA PARQUE;CL7D#81C-03AD
9;Conjunto Residencial;LANTANA RESERVADO;KR82#19-20
13;Edificio;SMART 56;CL56#14-04
13;Edificio;TORREON DE LA 54;DG54#14-80
13;Edificio;TERRANOVA I;CL53#46-62
12;Edificio;RONDEROS PINZON;CL94A#47-80
13;Conjunto;PARQUE RESIDENCIAL EL GRECO I ETAPA;KR66C#41A-25
1;Edificio;EL CAMPARIO;CL110#15-63
13;Edificio;CASA VICTORIANA;KR17#31-40
11;Unidad Inmobiliaria Residencial Multifamiliares;GRATAMIRA 1 ETAPA;CL136#74-65
10;Conjunto Multifamiliar;COMPARTIR BOCHICA LOTE 2 ETAPA 1;CL87#96-90
2;Edificio;ROSALES;KR4#77-09
11;Agrupación Multifamiliar;ORION;KR53#131A-72
11;Conjunto Residencial;PARQUES DE LA FLORESTA SEGUNDA ETAPA;KR68B#96-16
11;Conjunto Residencial;TORRES DE SAN LUCAS;CL160#64-40
1;Edificio;RINCON DEL CHICO;KR13A#101-12
17;Edificio;SABANAS;CL12B#9-33
2;Edificio;LOW;AV100#13-83
11;Edificio;BOSQUE DE IKEA;KR56#167-29
3;Edificio;TEQUENDAMA;KR7#26-20
13;Edificio;GALERIAS ESTUDIO PH;CL51A#27-70
13;Edificio;ALMIRANTE - PROPIEDAD HORIZONTAL;AK24#37-10
13;Edificio;LOS ARRAYANES;CL50#16-63
1;Conjunto Residencial;MIRADOR DE LA ANTIGUA;CL137#12-71
3;Edificio;LAS NIEVES PH;KR9#18-29
2;Edificio;GUIDEON;CL92#19-60
13;Edificio;GALERIAS ESTUDIO PH;CL51A#27-71
13;Edificio;SASSARI PH;KR29#40A-53
1;Edificio;TERRA;KR14A#127B-95
13;Edificio;TORREON DE GALERIAS;DG53C#27-15
2;Edificio;MAGDALENA;KR11#95-43
2;Unidad Residencial;EDIFICIO FUTURA;KR7#45-48
8;Agrupación de Vivienda;L3 CELULA L BLOQUE LA LB TIMIZA;DG40FBisSUR#72P-41
2;Edificio;AB;KR9#72-61
1;Edificio;CALLEJA PLAZA;CL127B#20-34
1;Edificio;MURANO;CL127C#6A-56
11;Edificios Multifamiliares;TORRES DE CHICAMOCHA;KR50#103B-75
11;Edificio;AVENIDA 100;CL100#47-46
2;Edificio;CALLE 76;DG75#3-70
11;Edificio;SOTILEZA ESTELAR;CL128B#72-59
2;Edificio;ALTALOMA V;CL61#3A-15
1;Conjunto de Vivienda;SANTA CECILIA;CL148#7-77
1;Edificio;DRACMA IV;KR14A#127-81
2;Edificio;KUBIK 54;TV1E#54A-47
1;Apartamentos;TORREALBA;KR7A#145-41
7;Conjunto Residencial;ATALAY DEL RECREO;KR89BisA#59C-15SUR
7;Conjunto Residencial;PUERTA DEL PORVENIR;CL57ASUR#92A-51
11;Agrupación;RESIDENCIAL SUBA;CL148#92-84
1;Edificio;SAKURA;KR14#117-14
14;Edificio;NORMANDIA;AC12#15-95
3;Edificio;CONDOMINIO ZULIA;KR7#29-34
8;Agrupación;SANTAFE DEL TINTAL SUPERMANZANA 2 ETAPA 1 PH;CL6D#88D-59
11;Edificio;LA VICTORIA;KR50#147A-20
2;Edificio;SANTIAGO DE ARMA;CL87#11-42
11;Edificio;WISCONSIN;CL150#50-67
11;Edificio;LA VICTORIA;CL149#45-84
2;Edificio;MONTECASTELLO;CL74A#4-56
9;Edificio;ZAMORA CADENA;KR100#16H-33IN1
1;Edificio;SIRENIA II;CL146#21-46
1;Edificio;APOTEMA 124 SEGUNDA ETAPA TORRES DE PALMACERA I Y II;KR11Bis#124A-51
3;Edificio;IRAZU;AC13#4-70
1;Edificio;MONTECARLO PLAZA;CL144#22-09
1;Conjunto Residencial;EL TAMBO;CL144#13-15
1;Edificio;SAN LUIS;KR17A#137-31
1;Conjunto Residencial;STANZA;KR14C#157-91
8;Conjunto Club Residencial;VILLA VERONICA CLUB RESIDENCIAL;KR68G#9C-97
1;Edificio;RIO DE ORO;CL145#19-68
10;Conjunto Residencial;LAS MARGARITAS;CL146#119-62
2;Edificio;SANTA RITA;KR19A#84-82
3;Edificio;LA MAGDALENA;KR13A#38-44
1;Edificio Multifamiliar;EL RINCON DE LAS TORRES;AV7#112-38
2;Edificio;LOFT PORTUGAL;KR4#58-23
7;Conjunto Residencial;ROMA RESERVADO 2;CL57CSUR#81D-01
1;Edificio;COUNTRY 135 28;KR17#134-79
1;Edificio;LINDEROS DEL COUNTRY;KR14A#127B-86
1;Edificio;VIVENTTO;CL122#20-60
2;Edificio;COLOMBO;KR11#82-60
1;Edificio;TERRAZZE 187;CL187A#8-46
10;Unidad Residencial;SANTA CECILIA ZONA G LOTE 13;CL55#77B-23
1;Edificio;LUZ ANGELA;KR11#113-17
16;Multifamiliar;URBANIZACION LA PRADERA;CL4D#67-29
10;Agrupación Residencial;PARQUES DE NORMANDIA;AC63#73A-31
2;Edificio;AVENIDA 53;CL53#7-11
8;Conjunto Residencial;BOREAL COLSUBSIDIO;AC6#68-45
11;Edificio;LEONES DE LA ALHAMBRA;CL116#54-90
10;Conjunto Multifamiliar;RESERVAS DEL DORAL;CL64C#113C-75
1;Edificio;TORRES DE AKAIAH;CL129#7D-47
10;Edificio;RETIRO DE ZARZAMORA;AC72#91A-17
1;Edificio;SIGMA I;CL145A#13-70
2;Edificio;TIME SQUARE;KR19B#83-02
1;Edificio;NEFERETH;CL105#19A-42
2;Edificio de Vivienda;TORRE DEL CASTILLO;CL52B#4-31
2;Edificio;CATALUÑA;TV5#42-81
1;Edificio;FICUS;KR7A#148-24
10;Conjunto;PACABUY MANZANA 3A;KR112Bis#81-20
13;Edificio;SILVANIA;AK24#42-95
2;Edificio;VALDIRI;KR10#82-66
2;Edificio;CONTI;KR10#93A-41
13;Edificio;EFESO 50;CL50#20-45
2;Edificio;EL PORVENIR;CL41#8-96
13;Edificio;SANTA RITA;KR32#25A-35
1;Edificio Multifamiliar;EL PINAR DE LOS CAOBOS;KR7B#146-50
10;Conjunto Residencial;BOLIVIA ORIENTAL II ETAPA MANZANA I;CL86#103D-58
2;Edificio Multifamiliar;VERONA;DG75#2-84
13;Edificio;ROGER;KR45#58A-75
1;Conjunto Residencial;TORRENTINO 183;CL183#9-50
15;Edificio;CESTILLO;KR11A#5-30SUR
1;Edificio;EL TACHUELO;CL145#7B-49
2;Edificio;IMPERIAL;CL94#9-84
10;Conjunto Multifamiliar;CIUDAD QUIRIGUA CENTRAL;TV94A#85-88
2;Edificio;SAINT GEORGE;KR4#73-80
11;Conjunto Residencial;PARQUE REAL;CL53#149-36
1;Edificio;ALAMEDA DE BELLA SUIZA;KR7A#127A-69
1;Edificio;PROINVE V;CL103#12-44
11;Conjunto Residencial;PIJAO DE ORO;CL167#48-61
1;Edificio Multifamiliar;CATARE;CL147#7-20
4;Edificio Multifamiliar;COOTRASAMI;KR10#16-04SUR
8;Conjunto Residencial;CAMINO DEL PARQUE ETAPA 1;CL12#78-89
1;Edificio;ARBOREA;KR16#102-58
13;Edificio;NATALICIA;CL56#30-29
13;Edificio;LA SOLEDAD;AK24#39B-25
1;Edificio;EL CEDRO;KR13#136-51
13;Edificio Multifamiliar;ANHELOS;KR21A#45A-61
2;Edificio;SOHO 93;CL93#9-88
13;Edificio;RINCON DE SAN LUIS;DG61B#18-09
2;Edificio;TORRE NOVE;TV19A#97-15
13;Edificio;EL ROSARIO;KR25#43-10
11;Edificio;TORRE 107;KR52#106-91
1;Edificio;LA CASCADA VIII;KR11#116-30
11;Edificio;SANTA CLARA DEL BATAN;KR49#122-91
13;Edificio;SOLEMA;CL57B#35A-64
2;Edificio;BALUCA 2;CL72#5-48
2;Edificio;ONZE;CL86#11-08
14;Edificio;SAN VICTORINO;CL13#15-33
2;Edificio;EL URAPAN;KR9#78-46
13;Edificio;ANDREA II;CL57B#38-07
2;Edificio;DIANA;CL71#10-48
1;Edificio;VICTORIA IMPERIAL;CL146#17-30
5;Conjunto Residencial;CAPRI APTO PH;CL130BisSUR#14-70
2;Edificio;MIRADOR DE LA CABRERA;KR8#84A-72
2;Edificio;ZENTRUM;KR13#93-67
1;Edificio;AZULA;CL124#16-19
2;Edificio;VIRREY 88;KR14#88-31
1;Edificio;EL POMAR;CL118#23-07
1;Edificio;STEPHANIE;CL103A#22-77
3;Edificio;NARIÃO;AC13#11-28
2;Edificio;CENTRO 94;TV23#94-33
1;Edificio;TOLEDO REAL;CL117#14-49
3;Edificio;PLAZA 39;KR8#38-33
12;Edificio;ALPHARD;CL70A#60-30
8;Edificio;NUEVA ROMA II ETAPA  MANZANAS 1 2 Y 6;CL55SUR#77I-01AD
2;Edificio;LA FRONTERA;KR9#62-16
2;Edificio;NOGAL 77;CL77#8-20
11;Conjunto Residencial;CAMPANELLA;KR94#153-90
11;Edificio;TORRES DEL BATAN II;CL122#48-46
1;Edificio;LOS SAUCES;KR14B#118-35
10;Conjunto Residencial;BOLIVIA OCCIDENTAL ETAPA VII LOTE IV;TV110A#80A-80
2;Edificio;MARLY REAL;KR9#48-22
2;Edificio;COOR;CL62#4-87
3;Edificio;RESIDENCIAL SABANA;CL19#4-56
3;Edificio;UCROS;KR8#15-49
2;Apartamentos;EDIFICIO ALEPH;KR7A#94-58
1;Edificio;MUSA;CL142#9-20
11;Edificio;EL URAPAN;CL108#55-38
8;Agrupación;VILLAS DE SAN DIEGO;KR81A#13D-56
2;Edificio;ALTALOMA IV;CL61#4-06
1;Edificio;PENINSULA II;TV27#142-35
1;Edificio;ANTARES;CL144#18-60
1;Edificio;LLOYD;CL124#7-86
2;Edificio;EL REFUGIO;KR8#45-46
3;Copropiedad;TORRE VENTTO;KR4#18-16
2;Edificio;CLASICO;KR11#93B-31
10;Edificio;ZULMA;KR74B#47-57
1;Conjunto Residencial;LOS CAOBOS;KR7B#138-40
